""                 "baseMean"         "log2FoldChange"       "lfcSE"            "stat"                 "pvalue"              "padj"
"ENSG00000175073"  21.1107287171375   -0.358687678583531     0.953476224885984  -0.376189431075141     0.706776072105767     0.999838284898011
"ENSG00000161973"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000255279"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000255275"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000255274"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000255277"  0.25               -0.855266917860253     1.36709826282933   -0.625607493707295     0.531572422357683     NA
"ENSG00000255276"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000255271"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000255270"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000255273"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000255272"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000277903"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000239670"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000160087"  31.6081363155245   0.256502355798416      0.898416839590262  0.285504839730518      0.775257397072526     0.999838284898011
"ENSG00000036054"  26.3235432612473   -0.0633390471290124    0.933791766487916  -0.0678299481770298    0.945921003458265     0.999838284898011
"ENSG00000104903"  10.7791117490095   -0.26704847245026      1.32598917417634   -0.201395665704542     0.840389204048986     0.999838284898011
"ENSG00000228349"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000223019"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000002587"  3.71116884984795   3.24970837721624       1.56568704445344   2.07557978379431       0.0379328327904439    NA
"ENSG00000002586"  246.706804417533   -0.446134935737075     0.702573580294374  -0.635001013773031     0.525427753815536     0.999838284898011
"ENSG00000277379"  0.25               -0.855266917860253     1.36709826282933   -0.625607493707295     0.531572422357683     NA
"ENSG00000231013"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000237868"  0.412534949345529  0.980971711963575      1.41086714043019   0.695297015468418      0.486869184255752     NA
"ENSG00000177954"  1682.85680028653   1.96845771712008       0.70222748698442   2.8031624418082        0.00506041743657729   0.0943756866934465
"ENSG00000177951"  58.9347816332603   0.899590419066086      0.76907976779357   1.16969715852354       0.242122862046504     0.903304008906207
"ENSG00000280059"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000280058"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000198242"  814.946708428605   0.777679102042583      0.711818493642275  1.09252444125652       0.274602653536275     0.934214465713298
"ENSG00000280056"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000280055"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000237863"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000198246"  4.40562110264984   -0.759620808293427     1.48607422357755   -0.511159399874878     0.609239445350429     0.999838284898011
"ENSG00000271129"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000280051"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000092140"  3.86880242401829   -1.52094476260048      1.50940036886824   -1.007648331066        0.313623317860074     NA
"ENSG00000135916"  32.1871013536305   1.40027762343556       0.893432746826927  1.56730053650789       0.117044460045905     0.664179637433541
"ENSG00000135914"  1.4621750856082    1.92025177219227       1.57486742761929   1.21931010732445       0.222726513839111     NA
"ENSG00000135913"  1.78133737336382   0.220567522671892      1.58583895483492   0.139085700978289      0.889382427363531     NA
"ENSG00000135912"  11.979317988322    1.33697555135365       1.14446626607775   1.16820878953091       0.2427225559217       0.904297651969628
"ENSG00000092148"  66.3905989814666   -0.412619036966545     0.765215976339173  -0.539219056743343     0.589735712537882     0.999838284898011
"ENSG00000034693"  12.312307969469    0.171047275883597      1.14012338078061   0.150025233029153      0.880744707480278     0.999838284898011
"ENSG00000135919"  38.3892259684476   3.0364276621648        0.882247855421826  3.44169457993525       0.00057808254391491   0.0191510276180757
"ENSG00000230487"  8.08097750962649   -1.23297567824396      1.24225781183088   -0.992528013510141     0.32094002107252      0.969642018752196
"ENSG00000176396"  7.69977993364479   -0.705439608682135     1.26233031623583   -0.558839156129675     0.576271496766699     0.999838284898011
"ENSG00000230484"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000176390"  8.02484983233584   -0.272689990929476     1.26500306764331   -0.215564687473443     0.829327083934057     0.999838284898011
"ENSG00000230482"  0                  NA                     NA                 NA                     NA                    NA
